44.850		469.154		0.144
44.994		440.840		0.157
45.157		395.382		0.250
45.412		348.189		0.174
45.656		348.557		0.168
45.894		351.974		0.174
46.144		350.176		0.192
46.399		350.457		0.214
46.613		350.180		0.192
46.823		441.968		0.139
46.968		394.421		0.151
47.125		349.744		0.250
47.380		328.553		0.203
47.630		329.161		0.197
47.862		329.729		0.197
48.141		326.774		0.190
48.331		328.415		0.211
48.599		442.116		0.244
49.081		587.628		0.134
49.325		994.298		0.139
49.598		653.441		0.134
49.824		1121.360		0.134
50.056		697.849		0.157
50.312		1185.210		0.122
50.544		783.789		0.128
50.846		1347.260		0.134
51.068		881.942		0.139
51.293		1425.170		0.139
51.535		692.356		0.119
51.780		1186.400		0.186
51.966		1123.060		0.250
52.512		438.782		0.127
52.639		471.693		0.180
52.818		439.433		0.158
52.982		394.189		0.273
53.261		348.140		0.192
53.487		348.586		0.168
53.731		347.137		0.180
53.975		347.178		0.168
54.207		348.881		0.213
54.420		350.735		0.199
54.631		439.672		0.139
54.776		391.198		0.145
54.927		346.889		0.252
55.179		326.392		0.172
55.443		327.038		0.116
55.612		324.725		0.186
55.856		329.303		0.208
56.063		329.322		0.193
56.337		439.465		0.192
56.848		586.490		0.145
57.098		994.904		0.157
57.342		655.119		0.151
57.574		1120.330		0.134
57.818		696.528		0.145
58.060		1184.410		0.101
58.321		441.792		0.145
58.843		656.839		0.089
59.037		1125.510		0.145
59.292		705.376		0.139
59.524		1188.580		0.110
59.757		787.140		0.157
59.983		1605.000		0.122
60.233		440.800		0.250
60.773		693.538		0.110
60.958		1189.600		0.134
61.214		786.836		0.128
61.440		1350.130		0.151
61.678		880.625		0.116
61.858		1431.840		0.157
62.131		884.530		0.110
62.340		1431.430		0.145
62.560		791.388		0.163
62.786		1610.000		0.140
63.007		785.533		0.151
63.232		1608.000		0.150
63.471		1791.000		0.384
64.993		695.844		0.139
65.213		590.071		0.139
65.451		696.731		0.168
65.916		653.541		0.145
66.368		559.506		0.174
66.873		590.056		0.157
67.379		525.317		0.168
67.605		526.083		0.186
67.831		523.837		0.192
68.307		495.223		0.197
68.557		496.160		0.226
68.783		493.947		0.198
69.283		466.845		0.139
69.532		468.769		0.151
69.747		470.291		0.134
70.229		439.223		0.151
70.461		592.606		0.139
70.699		470.673		0.145
70.937		591.063		0.134
71.187		440.148		0.313
72.644		350.941		0.197
72.911		295.098		0.174
73.091		350.070		0.273
73.578		329.986		0.261
74.072		469.570		0.209
74.565		440.756		0.197
75.047		696.813		0.145
75.291		698.963		0.134
75.523		699.494		0.157
76.016		657.830		0.128
76.249		656.725		0.139
76.463		657.537		0.163
76.974		590.886		0.128
77.195		591.385		0.128
77.444		590.423		0.157
77.920		564.529		0.163
78.147		656.873		0.145
78.402		591.422		0.139
78.605		656.177		0.145
78.861		560.699		0.302
80.341		349.791		0.157
80.579		592.700		0.134
80.811		700.855		0.197
81.281		658.575		0.174
81.775		559.175		0.174
82.251		591.483		0.226
82.739		526.451		0.209
82.982		528.226		0.220
83.202		527.402		0.210
83.679		496.491		0.244
83.922		497.507		0.248
84.170		496.607		0.246
84.666		468.498		0.180
84.904		470.627		0.186
85.142		469.601		0.197
85.641		439.846		0.174
85.908		594.195		0.134
86.129		471.757		0.168
86.343		593.123		0.145
86.593		440.130		0.348
88.056		593.770		0.122
88.282		496.185		0.192
88.532		594.689		0.203
89.002		564.807		0.232
89.948		529.267		0.174
90.186		443.768		0.197
90.424		527.291		0.238
90.889		500.266		0.226
91.858		471.793		0.168
92.032		396.685		0.209
92.276		477.115		0.209
92.752		442.076		0.273
93.738		884.260		0.100
93.838		1124.050		0.109
93.947		1009.500		0.100
94.048		1328.590		0.104
94.252		597.688		0.224
